date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:27:11	43105/43105	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:27%20GMT	http://sohelrana.me/hotel/default/img/room06.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/room06.jpg	(from http://sohelrana.me/hotel/default/index-2.html)
20:27:12	66861/66861	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:27%20GMT	http://sohelrana.me/hotel/default/img/room05.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/room05.jpg	(from http://sohelrana.me/hotel/default/index-2.html)
20:27:18	54919/54919	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:29%20GMT	http://sohelrana.me/hotel/default/img/room07.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/room07.jpg	(from http://sohelrana.me/hotel/default/index-2.html)
20:27:21	50787/50787	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:29%20GMT	http://sohelrana.me/hotel/default/img/room08.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/room08.jpg	(from http://sohelrana.me/hotel/default/index-2.html)
20:27:23	54713/54713	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:55%20GMT	http://sohelrana.me/hotel/default/img/image-feature1.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/image-feature1.jpg	(from http://sohelrana.me/hotel/default/index-2.html)
20:27:24	34596/34596	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:56%20GMT	http://sohelrana.me/hotel/default/img/image-feature2.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/image-feature2.jpg	(from http://sohelrana.me/hotel/default/index-2.html)
20:27:25	471854/471854	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:24%20GMT	http://sohelrana.me/hotel/default/img/banner-slider-3.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/banner-slider-3.jpg	(from http://sohelrana.me/hotel/default/css/style.css)
20:27:26	27762/27762	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:57%20GMT	http://sohelrana.me/hotel/default/img/image-feature3.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/image-feature3.jpg	(from http://sohelrana.me/hotel/default/index-2.html)
20:27:27	346/346	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Apr%202017%2020:27:30%20GMT	http://sohelrana.me/hotel/default/rooms-list-html	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/rooms-list-html.5e.delayed	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:27	40546/40546	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:58%20GMT	http://sohelrana.me/hotel/default/img/image-feature4.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/image-feature4.jpg	(from http://sohelrana.me/hotel/default/index-2.html)
20:27:35	81155/81155	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:09%20GMT	http://sohelrana.me/hotel/default/img/men-img.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/men-img.jpg	(from http://sohelrana.me/hotel/default/index-2.html)
20:27:35	54118/54118	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:59%20GMT	http://sohelrana.me/hotel/default/img/list-room-1.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/list-room-1.jpg	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:42	85179/85179	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:01%20GMT	http://sohelrana.me/hotel/default/img/list-room-3.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/list-room-3.jpg	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:42	91477/91477	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:00%20GMT	http://sohelrana.me/hotel/default/img/list-room-2.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/list-room-2.jpg	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:43	51719/51719	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:07%20GMT	http://sohelrana.me/hotel/default/img/list-room-9.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/list-room-9.jpg	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:48	82990/82990	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:03%20GMT	http://sohelrana.me/hotel/default/img/list-room-5.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/list-room-5.jpg	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:53	65200/65200	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:04%20GMT	http://sohelrana.me/hotel/default/img/list-room-6.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/list-room-6.jpg	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:54	4186/4186	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:20%20GMT	http://sohelrana.me/hotel/default/img/Recent-sub-01.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/Recent-sub-01.jpg	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:55	71522/71522	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:06%20GMT	http://sohelrana.me/hotel/default/img/list-room-8.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/list-room-8.jpg	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:55	3753/3753	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:21%20GMT	http://sohelrana.me/hotel/default/img/Recent-sub-02.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/Recent-sub-02.jpg	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:56	46688/46688	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:02%20GMT	http://sohelrana.me/hotel/default/img/list-room-4.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/list-room-4.jpg	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:56	4384/4384	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:21%20GMT	http://sohelrana.me/hotel/default/img/Recent-sub-03.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/Recent-sub-03.jpg	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:56	86415/86415	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:05%20GMT	http://sohelrana.me/hotel/default/img/list-room-7.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/list-room-7.jpg	(from http://sohelrana.me/hotel/default/rooms-list.html)
20:27:59	36218/36218	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:28%20GMT	http://sohelrana.me/hotel/default/img/bedroom-4.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/bedroom-4.jpg	(from http://sohelrana.me/hotel/default/rooms-grid.html)
20:28:09	72921/72921	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:32%20GMT	http://sohelrana.me/hotel/default/img/bedroom-7.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/bedroom-7.jpg	(from http://sohelrana.me/hotel/default/rooms-grid.html)
20:28:09	84084/84084	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:30%20GMT	http://sohelrana.me/hotel/default/img/bedroom-5.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/bedroom-5.jpg	(from http://sohelrana.me/hotel/default/rooms-grid.html)
20:28:10	84084/84084	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:34%20GMT	http://sohelrana.me/hotel/default/img/bedroom-9.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/bedroom-9.jpg	(from http://sohelrana.me/hotel/default/rooms-grid.html)
20:28:11	78144/78144	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:28%20GMT	http://sohelrana.me/hotel/default/img/bedroom-3.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/bedroom-3.jpg	(from http://sohelrana.me/hotel/default/rooms-grid.html)
20:28:17	50515/50515	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:33%20GMT	http://sohelrana.me/hotel/default/img/bedroom-8.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/bedroom-8.jpg	(from http://sohelrana.me/hotel/default/rooms-grid-2.html)
20:28:25	96381/96381	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:31%20GMT	http://sohelrana.me/hotel/default/img/rooms-detail-slider-1.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/rooms-detail-slider-1.jpg	(from http://sohelrana.me/hotel/default/rooms-details.html)
20:28:27	58330/58330	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:33%20GMT	http://sohelrana.me/hotel/default/img/rooms-detail-slider-4.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/rooms-detail-slider-4.jpg	(from http://sohelrana.me/hotel/default/rooms-details.html)
20:28:27	106399/106399	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:31%20GMT	http://sohelrana.me/hotel/default/img/rooms-detail-slider-2.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/rooms-detail-slider-2.jpg	(from http://sohelrana.me/hotel/default/rooms-details.html)
20:28:30	120121/120121	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:34%20GMT	http://sohelrana.me/hotel/default/img/rooms-detail-slider-3.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/rooms-detail-slider-3.jpg	(from http://sohelrana.me/hotel/default/rooms-details.html)
20:28:38	69749/69749	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:36%20GMT	http://sohelrana.me/hotel/default/img/rooms-detail-slider-6.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/rooms-detail-slider-6.jpg	(from http://sohelrana.me/hotel/default/rooms-details.html)
20:28:41	100194/100194	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:36%20GMT	http://sohelrana.me/hotel/default/img/rooms-detail-slider-5.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/rooms-detail-slider-5.jpg	(from http://sohelrana.me/hotel/default/rooms-details.html)
20:28:41	83192/83192	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:38%20GMT	http://sohelrana.me/hotel/default/img/rooms-detail-slider-7.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/rooms-detail-slider-7.jpg	(from http://sohelrana.me/hotel/default/rooms-details.html)
20:28:42	75864/75864	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:38%20GMT	http://sohelrana.me/hotel/default/img/rooms-detail-slider-8.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/rooms-detail-slider-8.jpg	(from http://sohelrana.me/hotel/default/rooms-details.html)
20:28:52	78384/78384	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:16%20GMT	http://sohelrana.me/hotel/default/img/photo-services-5.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/photo-services-5.jpg	(from http://sohelrana.me/hotel/default/service.html)
20:28:56	91202/91202	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:16%20GMT	http://sohelrana.me/hotel/default/img/photo-services-6.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/photo-services-6.jpg	(from http://sohelrana.me/hotel/default/service.html)
20:28:59	99785/99785	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:12%20GMT	http://sohelrana.me/hotel/default/img/photo-services-1.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/photo-services-1.jpg	(from http://sohelrana.me/hotel/default/service.html)
20:29:02	12181/12181	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202017%2018:44:42%20GMT	http://sohelrana.me/hotel/default/img/spoppinge-home-1.png	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/spoppinge-home-1.png	(from http://sohelrana.me/hotel/default/shopping-cart.html)
20:29:02	146/146	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202017%2018:43:40%20GMT	http://sohelrana.me/hotel/default/img/close.png	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/close.png	(from http://sohelrana.me/hotel/default/shopping-cart.html)
20:29:04	140973/140973	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:14%20GMT	http://sohelrana.me/hotel/default/img/photo-services-4.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/photo-services-4.jpg	(from http://sohelrana.me/hotel/default/service.html)
20:29:05	14543/14543	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202017%2018:44:44%20GMT	http://sohelrana.me/hotel/default/img/spoppinge-home-2.png	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/spoppinge-home-2.png	(from http://sohelrana.me/hotel/default/shopping-cart.html)
20:29:07	14762/14762	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202017%2018:44:44%20GMT	http://sohelrana.me/hotel/default/img/spoppinge-home-3.png	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/spoppinge-home-3.png	(from http://sohelrana.me/hotel/default/shopping-cart.html)
20:29:14	140600/140600	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:12%20GMT	http://sohelrana.me/hotel/default/img/photo-services-2.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/photo-services-2.jpg	(from http://sohelrana.me/hotel/default/service.html)
20:29:17	134786/134786	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:44:14%20GMT	http://sohelrana.me/hotel/default/img/photo-services-3.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/photo-services-3.jpg	(from http://sohelrana.me/hotel/default/service.html)
20:29:21	100194/100194	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:15%20GMT	http://sohelrana.me/hotel/default/img/about-item-1.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/about-item-1.jpg	(from http://sohelrana.me/hotel/default/about.html)
20:29:22	96381/96381	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:15%20GMT	http://sohelrana.me/hotel/default/img/about-item-2.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/about-item-2.jpg	(from http://sohelrana.me/hotel/default/about.html)
20:29:27	58330/58330	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:17%20GMT	http://sohelrana.me/hotel/default/img/about-item-4.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/about-item-4.jpg	(from http://sohelrana.me/hotel/default/about.html)
20:29:31	106399/106399	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:17%20GMT	http://sohelrana.me/hotel/default/img/about-item-3.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/about-item-3.jpg	(from http://sohelrana.me/hotel/default/about.html)
20:29:32	61436/61436	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:35%20GMT	http://sohelrana.me/hotel/default/img/blog-01.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/blog-01.jpg	(from http://sohelrana.me/hotel/default/with-right-sidebar.html)
20:29:34	50077/50077	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:36%20GMT	http://sohelrana.me/hotel/default/img/blog-02.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/blog-02.jpg	(from http://sohelrana.me/hotel/default/with-right-sidebar.html)
20:29:35	120121/120121	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:20%20GMT	http://sohelrana.me/hotel/default/img/about-item-5.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/about-item-5.jpg	(from http://sohelrana.me/hotel/default/about.html)
20:29:38	63623/63623	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:37%20GMT	http://sohelrana.me/hotel/default/img/blog-03.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/blog-03.jpg	(from http://sohelrana.me/hotel/default/with-right-sidebar.html)
20:29:38	1128/1128	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202017%2018:44:20%20GMT	http://sohelrana.me/hotel/default/img/recent-comments-pic.png	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/recent-comments-pic.png	(from http://sohelrana.me/hotel/default/with-right-sidebar.html)
20:29:40	48662/48662	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:38%20GMT	http://sohelrana.me/hotel/default/img/blog-04.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/blog-04.jpg	(from http://sohelrana.me/hotel/default/with-right-sidebar.html)
20:29:49	70859/70859	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:47%20GMT	http://sohelrana.me/hotel/default/img/full-blog-02.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/full-blog-02.jpg	(from http://sohelrana.me/hotel/default/fullwidth.html)
20:29:50	88402/88402	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:46%20GMT	http://sohelrana.me/hotel/default/img/full-blog-01.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/full-blog-01.jpg	(from http://sohelrana.me/hotel/default/fullwidth.html)
20:29:53	77507/77507	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:49%20GMT	http://sohelrana.me/hotel/default/img/full-blog-04.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/full-blog-04.jpg	(from http://sohelrana.me/hotel/default/fullwidth.html)
20:29:53	100773/100773	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:49%20GMT	http://sohelrana.me/hotel/default/img/full-blog-03.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/full-blog-03.jpg	(from http://sohelrana.me/hotel/default/fullwidth.html)
20:29:56	34287/34287	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202017%2018:43:38%20GMT	http://sohelrana.me/hotel/default/img/blog-5.jpg	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/img/blog-5.jpg	(from http://sohelrana.me/hotel/default/blog-single-sidebar.html)
20:29:56	347/347	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Apr%202017%2020:30:00%20GMT	http://sohelrana.me/hotel/default/www.sohelrana.me	C:/My%20Web%20Sites/crr/sohelrana.me/hotel/default/www.sohelrana.92.delayed	(from http://sohelrana.me/hotel/default/contact.html)
